#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#

# University of Wyoming Nevzorov used on CAESAR.
2023 Nov 21 00:00:00  0.0   0.5

# Nevzorov used on INSPYRE
2026 Jul 01 00:00:00  0.0   1.0
