
2013 Jan 01 00:00:00  -2.5   103.93   0.0235   # tbaltzer PREDICT Post Cals - 10/8/2010

2014 Jan 03 00:00:00  -115.178   103.358 0.0169242 # tbaltzer S/N:F081382 Push post cal to beginning of project when sensor broke

2014 Mar 07 21:55:54  -115.178   103.358 0.0169242 # tbaltzer S/N:F081382 CONTRAST:Post CONTRAST cal on broken sensor - should be usable for some flights

2014 Mar 11 17:16:47   14.4311   103.254 0.00791786 # tbaltzer S/N:S029784 CONTRAST:Post Contrast. Changed pressure sensor. New serial number is S029784. Not on pull down menu
