#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#
# Calibration that facilitates a voltage output
#
#2009 Jan 1 00:00:00	-2.351	0.198
#2018 Jan 1 00:00:00	-11.874	5.050
#2018 Feb 1 00:00:00	0	1
2018 Apr 18 00:00:00	11.934	-5.051
2018 Apr 24 00:00:00	11.919	-5.051
