#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#
# Calibration that facilitates a voltage output
#
#2009 Jan 1 00:00:00	-2.383	0.2
#2018 Jan 1 00:00:00	-11.915	5
#2018 Feb 1 00:00:00	0	1
2018 Apr 18 00:00:00	11.965	-5.000
2018 Apr 24 00:00:00	11.985	-5.000
