#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#
# Calibration that facilitates a voltage output
#
#2009 Jan 1 00:00:00	0.00613	0.099
#2018 Jan 1 00:00:00 	-0.0619	10.101
#2018 Feb 1 00:00:00	0	1
2018 Apr 18 00:00:00	0.123	-10.101
2018 Apr 24 00:00:00	0.130	-10.101
