#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#
# Calibration that facilitates a voltage output
#
#2009 Jan 1 00:00:00	0.0106	0.1001
#2018 Jan 1 00:00:00 	-0.106	9.99
#2018 Feb 1 00:00:00	0	1
2018 Apr 18 00:00:00	-0.130	9.990
2018 Apr 24 00:00:00	-0.130	9.990
