#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#
# Calibration that facilitates a voltage output
#
#2009 Jan 1 00:00:00	0.00032	0.09998
#2018 Jan 1 00:00:00 	-0.0032	10.002
#2018 Feb 1 00:00:00	0	1
2018 Apr 18 00:00:00	0.025	-10.000
2018 Apr 24 00:00:00	0.006	-10.000
