
# temperature: nan
# Comment: 
#  Date              Gain  Bipolar      CH0-off    CH0-slope   C2       C3      CH1-off    CH1-slope   C2       C3      CH2-off    CH2-slope   C2       C3      CH3-off    CH3-slope   C2       C3      CH4-off    CH4-slope   C2       C3      CH5-off    CH5-slope   C2       C3      CH6-off    CH6-slope   C2       C3      CH7-off    CH7-slope   C2       C3      CH8-off    CH8-slope   C2       C3      CH9-off    CH9-slope   C2       C3      CH10-off    CH10-slope   C2       C3      CH11-off    CH11-slope   C2       C3      CH12-off    CH12-slope   C2       C3      CH13-off    CH13-slope   C2       C3      CH14-off    CH14-slope   C2       C3      CH15-off    CH15-slope   C2       C3
2024 Jul 18 16:24:01    2       1       -0.000149261 0.999127 0.0      0.0       -0.000104921 0.999122 0.0      0.0       -8.83656e-05 0.999127 0.0      0.0       -8.58136e-05 0.999127 0.0      0.0       -8.72794e-05 0.999127 0.0      0.0       -8.44014e-05 0.999127 0.0      0.0       -6.87697e-05 0.999117 0.0      0.0       -6.80628e-05 0.999106 0.0      0.0       -8.27704e-05 0.999108 0.0      0.0       -6.82799e-05 0.999103 0.0      0.0       -6.67591e-05 0.999103 0.0      0.0       -5.41154e-05 0.999101 0.0      0.0       -6.73018e-05 0.999096 0.0      0.0       -3.8593e-05 0.999091 0.0      0.0       -2.40488e-05 0.999094 0.0      0.0       -2.34514e-05 0.999094 0.0      0.0     

# temperature: nan
# Comment: 
#  Date              Gain  Bipolar      CH0-off    CH0-slope   C2       C3      CH1-off    CH1-slope   C2       C3      CH2-off    CH2-slope   C2       C3      CH3-off    CH3-slope   C2       C3      CH4-off    CH4-slope   C2       C3      CH5-off    CH5-slope   C2       C3      CH6-off    CH6-slope   C2       C3      CH7-off    CH7-slope   C2       C3      CH8-off    CH8-slope   C2       C3      CH9-off    CH9-slope   C2       C3      CH10-off    CH10-slope   C2       C3      CH11-off    CH11-slope   C2       C3      CH12-off    CH12-slope   C2       C3      CH13-off    CH13-slope   C2       C3      CH14-off    CH14-slope   C2       C3      CH15-off    CH15-slope   C2       C3
2024 Jul 18 17:05:26    1       1       0.000550943 1.00047  0.0      0.0       0.000567301 1.00047  0.0      0.0       0.000583006 1.00046  0.0      0.0       0.000583877 1.00046  0.0      0.0       0.000581374 1.00046  0.0      0.0       0.000582353 1.00046  0.0      0.0       0.000584311 1.00046  0.0      0.0       0.000583441 1.00046  0.0      0.0       0.000581157 1.00046  0.0      0.0       0.000582789 1.00046  0.0      0.0       0.00058181 1.00046  0.0      0.0       0.000571757 1.00046  0.0      0.0       0.000583006 1.00046  0.0      0.0       0.000581915 1.00046  0.0      0.0       0.000584957 1.00045  0.0      0.0       0.000582892 1.00045  0.0      0.0     
