
# temperature: nan
# Comment: DSM 322 Stack
#  Date              Gain  Bipolar      CH0-off    CH0-slope   C2       C3      CH1-off    CH1-slope   C2       C3      CH2-off    CH2-slope   C2       C3      CH3-off    CH3-slope   C2       C3      CH4-off    CH4-slope   C2       C3      CH5-off    CH5-slope   C2       C3      CH6-off    CH6-slope   C2       C3      CH7-off    CH7-slope   C2       C3      CH8-off    CH8-slope   C2       C3      CH9-off    CH9-slope   C2       C3      CH10-off    CH10-slope   C2       C3      CH11-off    CH11-slope   C2       C3      CH12-off    CH12-slope   C2       C3      CH13-off    CH13-slope   C2       C3      CH14-off    CH14-slope   C2       C3      CH15-off    CH15-slope   C2       C3
2024 Jul 09 16:45:55    2       1       0.000111185 0.998904 0.0      0.0       0.000111945 0.998904 0.0      0.0       0.000140918 0.998889 0.0      0.0       0.000111674 0.998904 0.0      0.0       0.000112162 0.998904 0.0      0.0       9.83801e-05 0.998894 0.0      0.0       0.00012719 0.99888  0.0      0.0       9.89774e-05 0.998894 0.0      0.0       0.000127896 0.99888  0.0      0.0       9.84887e-05 0.998894 0.0      0.0       0.000142927 0.998889 0.0      0.0       9.85973e-05 0.998894 0.0      0.0       9.77285e-05 0.998894 0.0      0.0       9.9086e-05 0.998894 0.0      0.0       0.000112488 0.998904 0.0      0.0       9.69684e-05 0.998894 0.0      0.0     

# temperature: nan
# Comment: DSM 322 Stack
#  Date              Gain  Bipolar      CH0-off    CH0-slope   C2       C3      CH1-off    CH1-slope   C2       C3      CH2-off    CH2-slope   C2       C3      CH3-off    CH3-slope   C2       C3      CH4-off    CH4-slope   C2       C3      CH5-off    CH5-slope   C2       C3      CH6-off    CH6-slope   C2       C3      CH7-off    CH7-slope   C2       C3      CH8-off    CH8-slope   C2       C3      CH9-off    CH9-slope   C2       C3      CH10-off    CH10-slope   C2       C3      CH11-off    CH11-slope   C2       C3      CH12-off    CH12-slope   C2       C3      CH13-off    CH13-slope   C2       C3      CH14-off    CH14-slope   C2       C3      CH15-off    CH15-slope   C2       C3
2024 Jul 09 18:44:19    1       1       0.000164996 1.00042  0.0      0.0       0.000175108 1.0004   0.0      0.0       0.000219937 1.00038  0.0      0.0       0.000267919 1.00037  0.0      0.0       0.000255146 1.00035  0.0      0.0       0.000285358 1.00035  0.0      0.0       0.000300735 1.00034  0.0      0.0       0.000314369 1.00033  0.0      0.0       0.000302577 1.00032  0.0      0.0       0.000345231 1.00032  0.0      0.0       0.00033148 1.00031  0.0      0.0       0.000360166 1.0003   0.0      0.0       0.000346422 1.00031  0.0      0.0       0.000347724 1.0003   0.0      0.0       0.000390919 1.0003   0.0      0.0       0.000346962 1.0003   0.0      0.0     
