
# temperature: 54
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
#     These cals were taken Dec 10-11 2008 but were not exported to calfile until Sept 12, 2012
2012 Sep 12 22:00:00    1        1  -0.255357   1.07613  -0.168676    1.1239  -0.243711   1.06961  -0.229956   1.07181  -0.202073   1.07526  -0.0782574   1.05674  -0.213734   1.07255  -0.194732   1.06878
2012 Sep 12 22:00:01    2        0   -0.33047   1.07845  -0.527204   1.12592  -0.285147   1.07058  -0.288169   1.07276  -0.323597   1.07556  -0.149263   1.05705  -0.296564   1.07257  -0.262097   1.06899
2012 Sep 12 22:00:02    2        1   -0.12776   1.07669  -0.0846773   1.12435   -0.12247    1.0701  -0.115461   1.07219  -0.101609   1.07551  -0.0395986   1.05702  -0.107622   1.07282  -0.0974727   1.06892
2012 Sep 12 22:00:03    4        0    -0.1668    1.0752  -0.264118   1.12381  -0.145289   1.06959  -0.145888   1.07196  -0.164324   1.07537  -0.0765827   1.05695  -0.150722   1.07269  -0.131844   1.06887
