 18 1001
Lastname Firstname
NCAR Research Aviation Facility
86064 -0.734714 -165.686188 4952.899902
86065 -0.736182 -165.686646 4944.750000
86066 -0.737650 -165.687134 4936.600098
86067 -0.739116 -165.687592 4928.250000
86068 -0.740581 -165.688080 4919.450195
86069 -0.742045 -165.688538 4910.500000
86070 -0.743508 -165.689026 4901.649902
86071 -0.744971 -165.689484 4893.200195
86072 -0.746432 -165.689972 4885.100098
86073 -0.747892 -165.690430 4877.100098
86074 -0.749351 -165.690918 4869.250000
86075 -0.750808 -165.691376 4861.349609
86076 -0.752265 -165.691864 4853.200195
86077 -0.753722 -165.692322 4845.100098
86078 -0.755177 -165.692795 4837.100098
86079 -0.756632 -165.693268 4829.000000
86080 -0.758084 -165.693726 4820.450195
86081 -0.759536 -165.694214 4811.350098
86082 -0.760986 -165.694672 4802.150391
86083 -0.762436 -165.695145 4793.150391
86084 -0.763886 -165.695618 4784.600098
86085 -0.765334 -165.696075 4776.549805
86086 -0.766782 -165.696548 4768.549805
86087 -0.768228 -165.697021 4760.350098
86088 -0.769673 -165.697479 4752.049805
86089 -0.771117 -165.697952 4743.500000
86090 -0.772560 -165.698425 4734.750000
86091 -0.774002 -165.698883 4726.250000
86092 -0.775442 -165.699371 4717.900391
86093 -0.776884 -165.699829 4709.650391
86094 -0.778325 -165.700287 4701.549805
86095 -0.779766 -165.700760 4693.899902
86096 -0.781208 -165.701233 4686.599609
86097 -0.782651 -165.701691 4679.399902
86098 -0.784094 -165.702164 4672.049805
86099 -0.785538 -165.702637 4664.299805
86100 -0.786983 -165.703094 4656.099609
86101 -0.788429 -165.703552 4647.349609
86102 -0.789875 -165.704025 4638.450195
86103 -0.791322 -165.704498 4629.500000
86104 -0.792768 -165.704956 4620.649902
86105 -0.794215 -165.705414 4611.899902
86106 -0.795663 -165.705902 4603.450195
86107 -0.797111 -165.706360 4595.349609
86108 -0.798560 -165.706818 4587.450195
86109 -0.800010 -165.707306 4580.150391
86110 -0.801461 -165.707764 4573.000000
86111 -0.802913 -165.708237 4566.399902
86112 -0.804367 -165.708710 4560.500000
86113 -0.805824 -165.709167 4554.700195
86114 -0.807282 -165.709625 4548.200195
86115 -0.808739 -165.710098 4540.250000
86116 -0.810197 -165.710571 4531.399902
86117 -0.811655 -165.711029 4522.750000
86118 -0.813115 -165.711502 4515.150391
86119 -0.814574 -165.711975 4507.650391
86120 -0.816033 -165.712433 4500.100098
86121 -0.817492 -165.712921 4492.500000
86122 -0.818950 -165.713379 4484.750000
86123 -0.820408 -165.713867 4476.600098
86124 -0.821864 -165.714325 4467.750000
86125 -0.823323 -165.714813 4459.149902
86126 -0.824781 -165.715271 4450.549805
86127 -0.826238 -165.715759 4441.350098
86128 -0.827695 -165.716217 4431.500000
86129 -0.829151 -165.716705 4421.450195
86130 -0.830607 -165.717163 4411.799805
86131 -0.832062 -165.717651 4402.950195
86132 -0.833517 -165.718109 4394.750000
86133 -0.834972 -165.718597 4386.700195
86134 -0.836424 -165.719055 4378.200195
86135 -0.837876 -165.719543 4369.549805
86136 -0.839327 -165.720016 4361.299805
86137 -0.840776 -165.720490 4353.350098
86138 -0.842225 -165.720978 4345.399902
86139 -0.843674 -165.721436 4337.099609
86140 -0.845123 -165.721924 4328.849609
86141 -0.846570 -165.722397 4320.799805
86142 -0.848016 -165.722870 4312.750000
86143 -0.849461 -165.723358 4304.500000
86144 -0.850906 -165.723831 4296.149902
86145 -0.852350 -165.724304 4287.850098
86146 -0.853792 -165.724792 4279.500000
86147 -0.855234 -165.725266 4271.099609
86148 -0.856675 -165.725739 4262.950195
86149 -0.858115 -165.726227 4254.950195
86150 -0.859554 -165.726715 4247.000000
86151 -0.860993 -165.727173 4239.200195
86152 -0.862430 -165.727661 4231.250000
86153 -0.863867 -165.728149 4223.150391
86154 -0.865303 -165.728607 4214.850098
86155 -0.866737 -165.729095 4206.250000
86156 -0.868170 -165.729568 4197.500000
86157 -0.869603 -165.730042 4188.900391
86158 -0.871034 -165.730530 4180.650391
86159 -0.872465 -165.731003 4172.650391
86160 -0.873895 -165.731476 4164.750000
86161 -0.875324 -165.731964 4156.950195
86162 -0.876752 -165.732452 4149.350098
86163 -0.878179 -165.732910 4141.750000
86164 -0.879607 -165.733398 4134.099609
86165 -0.881032 -165.733856 4126.299805
86166 -0.882457 -165.734344 4118.200195
86167 -0.883881 -165.734802 4110.100098
86168 -0.885304 -165.735291 4101.900391
86169 -0.886726 -165.735748 4093.550049
86170 -0.888147 -165.736237 4085.199951
86171 -0.889567 -165.736710 4076.899902
86172 -0.890988 -165.737183 4068.700195
86173 -0.892407 -165.737640 4060.649902
86174 -0.893826 -165.738129 4052.699951
86175 -0.895243 -165.738586 4044.850098
86176 -0.896659 -165.739075 4037.100098
86177 -0.898074 -165.739532 4029.199951
86178 -0.899489 -165.740021 4021.100098
86179 -0.900903 -165.740479 4013.050049
86180 -0.902318 -165.740967 4005.050049
86181 -0.903732 -165.741425 3997.100098
86182 -0.905145 -165.741882 3989.000000
86183 -0.906558 -165.742371 3980.649902
86184 -0.907969 -165.742828 3972.350098
86185 -0.909381 -165.743286 3964.000000
86186 -0.910792 -165.743774 3955.600098
86187 -0.912202 -165.744232 3947.250000
86188 -0.913611 -165.744690 3938.950195
86189 -0.915019 -165.745163 3930.600098
86190 -0.916427 -165.745636 3922.199951
86191 -0.917835 -165.746094 3913.850098
86192 -0.919242 -165.746552 3905.549805
86193 -0.920648 -165.747009 3897.399902
86194 -0.922054 -165.747482 3889.350098
86195 -0.923458 -165.747940 3881.350098
86196 -0.924863 -165.748398 3873.350098
86197 -0.926266 -165.748871 3865.300049
86198 -0.927668 -165.749329 3857.250000
86199 -0.929070 -165.749786 3849.149902
86200 -0.930471 -165.750244 3841.149902
86201 -0.931871 -165.750702 3833.100098
86202 -0.933270 -165.751175 3825.300049
86203 -0.934668 -165.751633 3817.649902
86204 -0.936065 -165.752090 3809.549805
86205 -0.937461 -165.752548 3801.049805
86206 -0.938856 -165.753006 3792.350098
86207 -0.940251 -165.753464 3783.600098
86208 -0.941645 -165.753937 3775.000000
86209 -0.943038 -165.754395 3766.500000
86210 -0.944429 -165.754852 3758.149902
86211 -0.945821 -165.755310 3750.050049
86212 -0.947212 -165.755768 3742.000000
86213 -0.948602 -165.756210 3734.000000
86214 -0.949992 -165.756668 3725.899902
86215 -0.951381 -165.757111 3717.800049
86216 -0.952769 -165.757568 3709.700195
86217 -0.954157 -165.758026 3701.550049
86218 -0.955543 -165.758469 3693.399902
86219 -0.956929 -165.758911 3685.250000
86220 -0.958313 -165.759369 3676.949951
86221 -0.959697 -165.759827 3668.600098
86222 -0.961080 -165.760284 3660.399902
86223 -0.962463 -165.760727 3652.149902
86224 -0.963846 -165.761169 3643.899902
86225 -0.965227 -165.761627 3635.700195
86226 -0.966607 -165.762070 3627.399902
86227 -0.967986 -165.762527 3619.100098
86228 -0.969364 -165.762970 3610.850098
86229 -0.970743 -165.763428 3602.649902
86230 -0.972121 -165.763885 3594.500000
86231 -0.973498 -165.764328 3586.350098
86232 -0.974875 -165.764771 3578.300049
86233 -0.976252 -165.765228 3570.250000
86234 -0.977628 -165.765671 3562.250000
86235 -0.979004 -165.766113 3554.300049
86236 -0.980378 -165.766571 3546.200195
86237 -0.981752 -165.766998 3538.050049
86238 -0.983124 -165.767456 3529.899902
86239 -0.984496 -165.767914 3521.750000
86240 -0.985868 -165.768341 3513.649902
86241 -0.987238 -165.768799 3505.700195
86242 -0.988608 -165.769226 3497.700195
86243 -0.989978 -165.769684 3489.550049
86244 -0.991348 -165.770111 3481.399902
86245 -0.992716 -165.770569 3473.200195
86246 -0.994084 -165.770996 3464.950195
86247 -0.995451 -165.771454 3456.649902
86248 -0.996817 -165.771881 3448.300049
86249 -0.998183 -165.772339 3439.950195
86250 -0.999547 -165.772766 3431.750000
86251 -1.000909 -165.773224 3423.699951
86252 -1.002271 -165.773651 3415.750000
86253 -1.003633 -165.774109 3407.899902
86254 -1.004993 -165.774536 3400.100098
86255 -1.006353 -165.774994 3392.199951
86256 -1.007712 -165.775421 3384.000000
86257 -1.009070 -165.775848 3375.600098
86258 -1.010427 -165.776306 3367.149902
86259 -1.011783 -165.776733 3358.600098
86260 -1.013139 -165.777176 3350.149902
86261 -1.014495 -165.777618 3341.899902
86262 -1.015850 -165.778046 3333.850098
86263 -1.017204 -165.778503 3326.000000
86264 -1.018558 -165.778931 3318.149902
86265 -1.019910 -165.779373 3310.350098
86266 -1.021262 -165.779816 3302.399902
86267 -1.022615 -165.780243 3294.200195
86268 -1.023967 -165.780685 3285.700195
86269 -1.025317 -165.781128 3276.950195
86270 -1.026667 -165.781555 3268.350098
86271 -1.028016 -165.781982 3259.899902
86272 -1.029364 -165.782440 3251.600098
86273 -1.030712 -165.782867 3243.449951
86274 -1.032060 -165.783295 3235.449951
86275 -1.033407 -165.783737 3227.550049
86276 -1.034755 -165.784180 3219.600098
86277 -1.036101 -165.784607 3211.550049
86278 -1.037446 -165.785049 3203.300049
86279 -1.038791 -165.785477 3194.850098
86280 -1.040135 -165.785919 3186.300049
86281 -1.041478 -165.786346 3177.750000
86282 -1.042821 -165.786774 3169.199951
86283 -1.044163 -165.787201 3160.799805
86284 -1.045506 -165.787643 3152.649902
86285 -1.046847 -165.788071 3144.600098
86286 -1.048187 -165.788498 3136.450195
86287 -1.049527 -165.788940 3128.250000
86288 -1.050867 -165.789368 3120.149902
86289 -1.052207 -165.789795 3112.250000
86290 -1.053546 -165.790222 3104.500000
86291 -1.054883 -165.790649 3096.300049
86292 -1.056221 -165.791077 3087.600098
86293 -1.057558 -165.791504 3078.600098
86294 -1.058895 -165.791931 3069.800049
86295 -1.060232 -165.792358 3061.750000
86296 -1.061568 -165.792801 3054.250000
86297 -1.062904 -165.793228 3046.800049
86298 -1.064239 -165.793671 3039.199951
86299 -1.065574 -165.794098 3031.350098
86300 -1.066909 -165.794525 3023.149902
86301 -1.068245 -165.794952 3014.699951
86302 -1.069581 -165.795380 3006.100098
86303 -1.070917 -165.795822 2997.600098
86304 -1.072253 -165.796249 2989.250000
86305 -1.073587 -165.796677 2981.000000
86306 -1.074923 -165.797104 2972.750000
86307 -1.076257 -165.797531 2964.550049
86308 -1.077590 -165.797958 2956.449951
86309 -1.078923 -165.798386 2948.449951
86310 -1.080255 -165.798813 2940.500000
86311 -1.081586 -165.799255 2932.449951
86312 -1.082917 -165.799683 2924.449951
86313 -1.084247 -165.800110 2916.350098
86314 -1.085577 -165.800537 2908.100098
86315 -1.086906 -165.800964 2899.800049
86316 -1.088234 -165.801392 2891.350098
86317 -1.089562 -165.801819 2883.000000
86318 -1.090889 -165.802246 2874.799805
86319 -1.092217 -165.802673 2866.699951
86320 -1.093543 -165.803101 2858.699951
86321 -1.094869 -165.803528 2850.699951
86322 -1.096194 -165.803955 2842.699951
86323 -1.097518 -165.804367 2834.600098
86324 -1.098843 -165.804794 2826.500000
86325 -1.100166 -165.805222 2818.550049
86326 -1.101488 -165.805649 2810.550049
86327 -1.102810 -165.806076 2802.449951
86328 -1.104131 -165.806488 2794.399902
86329 -1.105452 -165.806915 2786.350098
86330 -1.106771 -165.807343 2778.250000
86331 -1.108089 -165.807770 2770.049805
86332 -1.109407 -165.808197 2761.799805
86333 -1.110725 -165.808624 2753.600098
86334 -1.112042 -165.809052 2745.399902
86335 -1.113358 -165.809464 2737.300049
86336 -1.114674 -165.809891 2729.200195
86337 -1.115989 -165.810318 2721.050049
86338 -1.117304 -165.810745 2712.850098
86339 -1.118619 -165.811157 2704.649902
86340 -1.119934 -165.811584 2696.550049
86341 -1.121248 -165.812012 2688.350098
86342 -1.122562 -165.812439 2680.000000
86343 -1.123875 -165.812851 2671.600098
86344 -1.125187 -165.813263 2663.199951
86345 -1.126500 -165.813690 2654.850098
86346 -1.127812 -165.814117 2646.500000
86347 -1.129123 -165.814545 2638.250000
86348 -1.130433 -165.814957 2630.100098
86349 -1.131743 -165.815384 2621.899902
86350 -1.133053 -165.815796 2613.750000
86351 -1.134361 -165.816223 2605.600098
86352 -1.135668 -165.816650 2597.500000
86353 -1.136975 -165.817078 2589.449951
86354 -1.138282 -165.817505 2581.350098
86355 -1.139588 -165.817917 2573.300049
86356 -1.140894 -165.818329 2565.300049
86357 -1.142199 -165.818756 2557.300049
86358 -1.143503 -165.819183 2549.350098
86359 -1.144807 -165.819595 2541.399902
86360 -1.146110 -165.820023 2533.449951
86361 -1.147413 -165.820435 2525.550049
86362 -1.148714 -165.820862 2517.450195
86363 -1.150016 -165.821289 2509.200195
86364 -1.151317 -165.821701 2501.000000
86365 -1.152617 -165.822113 2493.000000
86366 -1.153917 -165.822540 2485.200195
86367 -1.155216 -165.822968 2477.500000
86368 -1.156514 -165.823364 2469.750000
86369 -1.157813 -165.823792 2461.800049
86370 -1.159110 -165.824219 2453.649902
86371 -1.160407 -165.824615 2445.399902
86372 -1.161703 -165.825043 2437.149902
86373 -1.163000 -165.825455 2428.850098
86374 -1.164296 -165.825867 2420.549805
86375 -1.165591 -165.826294 2412.299805
86376 -1.166885 -165.826721 2404.000000
86377 -1.168179 -165.827118 2395.700195
86378 -1.169473 -165.827545 2387.450195
86379 -1.170767 -165.827972 2379.200195
86380 -1.172059 -165.828369 2371.000000
86381 -1.173351 -165.828796 2362.850098
86382 -1.174643 -165.829193 2354.700195
86383 -1.175933 -165.829620 2346.500000
86384 -1.177223 -165.830048 2338.299805
86385 -1.178513 -165.830444 2330.100098
86386 -1.179802 -165.830872 2322.000000
86387 -1.181090 -165.831284 2314.050049
86388 -1.182378 -165.831696 2306.149902
86389 -1.183665 -165.832123 2298.350098
86390 -1.184952 -165.832520 2290.550049
86391 -1.186238 -165.832947 2282.700195
86392 -1.187522 -165.833344 2274.850098
86393 -1.188807 -165.833771 2266.899902
86394 -1.190090 -165.834167 2258.850098
86395 -1.191373 -165.834595 2250.600098
86396 -1.192656 -165.834991 2242.149902
86397 -1.193938 -165.835419 2233.750000
86398 -1.195219 -165.835815 2225.399902
86399 -1.196500 -165.836243 2217.100098
86400 -1.197780 -165.836670 2208.899902
86401 -1.199060 -165.837067 2200.800049
86402 -1.200339 -165.837494 2192.800049
86403 -1.201617 -165.837891 2184.800049
86404 -1.202896 -165.838318 2176.800049
86405 -1.204174 -165.838715 2168.750000
86406 -1.205451 -165.839142 2160.649902
86407 -1.206727 -165.839539 2152.600098
86408 -1.208003 -165.839966 2144.550049
86409 -1.209278 -165.840363 2136.500000
86410 -1.210552 -165.840759 2128.399902
86411 -1.211825 -165.841187 2120.250000
86412 -1.213098 -165.841583 2112.100098
86413 -1.214369 -165.842010 2103.800049
86414 -1.215641 -165.842407 2095.450195
86415 -1.216912 -165.842834 2087.149902
86416 -1.218183 -165.843231 2078.850098
86417 -1.219453 -165.843658 2070.600098
86418 -1.220724 -165.844055 2062.399902
86419 -1.221995 -165.844467 2054.250000
86420 -1.223265 -165.844879 2046.099976
86421 -1.224534 -165.845276 2037.900024
86422 -1.225802 -165.845688 2029.750000
86423 -1.227070 -165.846100 2021.550049
86424 -1.228337 -165.846497 2013.300049
86425 -1.229603 -165.846924 2005.199951
86426 -1.230869 -165.847321 1997.199951
86427 -1.232135 -165.847717 1989.199951
86428 -1.233400 -165.848145 1981.250000
86429 -1.234664 -165.848541 1973.350098
86430 -1.235928 -165.848953 1965.400024
86431 -1.237193 -165.849365 1957.400024
86432 -1.238457 -165.849762 1949.300049
86433 -1.239720 -165.850159 1941.149902
86434 -1.240983 -165.850586 1933.000000
86435 -1.242245 -165.850983 1924.800049
86436 -1.243508 -165.851379 1916.599976
86437 -1.244770 -165.851791 1908.349976
86438 -1.246032 -165.852203 1900.099976
86439 -1.247294 -165.852600 1891.900024
86440 -1.248556 -165.852997 1883.699951
86441 -1.249817 -165.853409 1875.550049
86442 -1.251078 -165.853821 1867.500000
86443 -1.252339 -165.854218 1859.449951
86444 -1.253600 -165.854614 1851.449951
86445 -1.254860 -165.855026 1843.500000
86446 -1.256120 -165.855438 1835.500000
86447 -1.257380 -165.855835 1827.500000
86448 -1.258640 -165.856232 1819.400024
86449 -1.259900 -165.856659 1811.250000
86450 -1.261160 -165.857056 1803.149902
86451 -1.262419 -165.857452 1795.149902
86452 -1.263678 -165.857864 1787.199951
86453 -1.264938 -165.858276 1779.149902
86454 -1.266197 -165.858673 1771.149902
86455 -1.267457 -165.859070 1763.149902
86456 -1.268716 -165.859467 1755.099976
86457 -1.269975 -165.859879 1747.050049
86458 -1.271234 -165.860291 1739.000000
86459 -1.272492 -165.860687 1731.000000
86460 -1.273748 -165.861084 1722.949951
86461 -1.275005 -165.861496 1714.900024
86462 -1.276262 -165.861908 1706.800049
86463 -1.277518 -165.862305 1698.550049
86464 -1.278774 -165.862701 1690.350098
86465 -1.280029 -165.863113 1682.150024
86466 -1.281284 -165.863525 1673.849976
86467 -1.282539 -165.863922 1665.649902
86468 -1.283794 -165.864319 1657.550049
86469 -1.285048 -165.864716 1649.500000
86470 -1.286302 -165.865128 1641.550049
86471 -1.287555 -165.865540 1633.649902
86472 -1.288808 -165.865936 1625.750000
86473 -1.290059 -165.866333 1617.750000
86474 -1.291311 -165.866730 1609.699951
86475 -1.292562 -165.867142 1601.550049
86476 -1.293812 -165.867538 1593.350098
86477 -1.295062 -165.867950 1585.100098
86478 -1.296311 -165.868347 1576.699951
86479 -1.297559 -165.868744 1568.250000
86480 -1.298808 -165.869156 1559.800049
86481 -1.300058 -165.869553 1551.449951
86482 -1.301306 -165.869965 1543.199951
86483 -1.302553 -165.870361 1535.050049
86484 -1.303801 -165.870758 1527.000000
86485 -1.305048 -165.871155 1519.099976
86486 -1.306294 -165.871552 1511.250000
86487 -1.307540 -165.871964 1503.350098
86488 -1.308786 -165.872360 1495.449951
86489 -1.310031 -165.872772 1487.449951
86490 -1.311275 -165.873169 1479.350098
86491 -1.312519 -165.873566 1471.150024
86492 -1.313763 -165.873962 1462.800049
86493 -1.315007 -165.874359 1454.449951
86494 -1.316250 -165.874771 1446.250000
86495 -1.317492 -165.875168 1438.149902
86496 -1.318735 -165.875565 1430.050049
86497 -1.319978 -165.875977 1422.000000
86498 -1.321218 -165.876373 1413.949951
86499 -1.322459 -165.876770 1405.900024
86500 -1.323700 -165.877167 1397.800049
86501 -1.324940 -165.877563 1389.649902
86502 -1.326180 -165.877960 1381.500000
86503 -1.327419 -165.878372 1373.350098
86504 -1.328658 -165.878769 1365.199951
86505 -1.329896 -165.879166 1357.000000
86506 -1.331134 -165.879562 1348.800049
86507 -1.332372 -165.879974 1340.599976
86508 -1.333608 -165.880371 1332.449951
86509 -1.334844 -165.880768 1324.250000
86510 -1.336080 -165.881165 1316.000000
86511 -1.337316 -165.881561 1307.750000
86512 -1.338551 -165.881958 1299.550049
86513 -1.339786 -165.882355 1291.500000
86514 -1.341021 -165.882751 1283.599976
86515 -1.342255 -165.883148 1275.800049
86516 -1.343488 -165.883545 1267.850098
86517 -1.344720 -165.883942 1259.850098
86518 -1.345951 -165.884338 1251.850098
86519 -1.347183 -165.884735 1243.750000
86520 -1.348413 -165.885147 1235.599976
86521 -1.349643 -165.885544 1227.449951
86522 -1.350873 -165.885941 1219.350098
86523 -1.352103 -165.886337 1211.300049
86524 -1.353333 -165.886734 1203.199951
86525 -1.354563 -165.887131 1195.050049
86526 -1.355791 -165.887527 1186.849976
86527 -1.357019 -165.887924 1178.599976
86528 -1.358247 -165.888321 1170.449951
86529 -1.359474 -165.888702 1162.350098
86530 -1.360702 -165.889099 1154.250000
86531 -1.361928 -165.889496 1146.250000
86532 -1.363155 -165.889893 1138.300049
86533 -1.364382 -165.890289 1130.250000
86534 -1.365608 -165.890686 1122.199951
86535 -1.366832 -165.891083 1114.199951
86536 -1.368057 -165.891479 1106.149902
86537 -1.369282 -165.891876 1098.050049
86538 -1.370505 -165.892273 1089.949951
86539 -1.371729 -165.892670 1081.800049
86540 -1.372953 -165.893051 1073.649902
86541 -1.374176 -165.893448 1065.550049
86542 -1.375398 -165.893845 1057.449951
86543 -1.376622 -165.894241 1049.350098
86544 -1.377844 -165.894638 1041.350098
86545 -1.379066 -165.895035 1033.400024
86546 -1.380288 -165.895432 1025.400024
86547 -1.381510 -165.895828 1017.400024
86548 -1.382731 -165.896225 1009.300049
86549 -1.383952 -165.896606 1001.050049
86550 -1.385173 -165.897003 992.700012
86551 -1.386393 -165.897400 984.299988
86552 -1.387613 -165.897797 975.849976
86553 -1.388833 -165.898193 967.500000
86554 -1.390053 -165.898590 959.300049
86555 -1.391273 -165.898972 951.200012
86556 -1.392492 -165.899368 943.150024
86557 -1.393711 -165.899765 935.099976
86558 -1.394929 -165.900146 927.099976
86559 -1.396147 -165.900543 919.099976
86560 -1.397365 -165.900940 911.099976
86561 -1.398582 -165.901337 903.049988
86562 -1.399800 -165.901733 895.000000
86563 -1.401018 -165.902130 886.950012
86564 -1.402235 -165.902512 878.849976
86565 -1.403452 -165.902908 870.699951
86566 -1.404669 -165.903305 862.549988
86567 -1.405887 -165.903687 854.400024
86568 -1.407104 -165.904083 846.250000
86569 -1.408322 -165.904480 838.250000
86570 -1.409540 -165.904861 830.349976
86571 -1.410757 -165.905258 822.400024
86572 -1.411973 -165.905640 814.400024
86573 -1.413190 -165.906036 806.400024
86574 -1.414407 -165.906433 798.349976
86575 -1.415623 -165.906830 790.250000
86576 -1.416840 -165.907211 782.099976
86577 -1.418057 -165.907608 774.000000
86578 -1.419273 -165.908005 766.000000
86579 -1.420488 -165.908401 758.000000
86580 -1.421705 -165.908783 749.900024
86581 -1.422921 -165.909180 741.799988
86582 -1.424137 -165.909576 733.750000
86583 -1.425353 -165.909973 725.550049
86584 -1.426569 -165.910355 717.349976
86585 -1.427785 -165.910751 709.250000
86586 -1.429001 -165.911133 701.200012
86587 -1.430217 -165.911530 693.150024
86588 -1.431432 -165.911926 685.099976
86589 -1.432647 -165.912308 677.150024
86590 -1.433862 -165.912704 669.300049
86591 -1.435077 -165.913101 661.450012
86592 -1.436290 -165.913483 653.500000
86593 -1.437503 -165.913879 645.400024
86594 -1.438717 -165.914276 637.150024
86595 -1.439930 -165.914673 628.849976
86596 -1.441143 -165.915054 620.550049
86597 -1.442355 -165.915451 612.300049
86598 -1.443568 -165.915833 604.099976
86599 -1.444782 -165.916229 596.049988
86600 -1.445994 -165.916626 588.150024
86601 -1.447206 -165.917007 580.300049
86602 -1.448418 -165.917389 572.500000
86603 -1.449629 -165.917786 564.599976
86604 -1.450841 -165.918182 556.650024
86605 -1.452052 -165.918579 548.650024
86606 -1.453262 -165.918961 540.500000
86607 -1.454472 -165.919357 532.349976
86608 -1.455682 -165.919739 524.199951
86609 -1.456892 -165.920135 515.949951
86610 -1.458102 -165.920532 507.649994
86611 -1.459312 -165.920914 499.450012
86612 -1.460521 -165.921295 491.349976
86613 -1.461729 -165.921692 483.349976
86614 -1.462937 -165.922089 475.500000
86615 -1.464146 -165.922470 467.700012
86616 -1.465354 -165.922852 459.849976
86617 -1.466562 -165.923248 451.750000
86618 -1.467768 -165.923645 443.400024
86619 -1.468976 -165.924026 435.150024
86620 -1.470183 -165.924408 427.000000
86621 -1.471390 -165.924805 418.849976
86622 -1.472596 -165.925186 410.750000
86623 -1.473802 -165.925583 402.549988
86624 -1.475008 -165.925964 394.250000
86625 -1.476212 -165.926361 385.950012
86626 -1.477416 -165.926758 377.799988
86627 -1.478620 -165.927139 369.799988
86628 -1.479824 -165.927521 361.899994
86629 -1.481028 -165.927917 354.049988
86630 -1.482232 -165.928314 346.500000
86631 -1.483434 -165.928696 339.549988
86632 -1.484636 -165.929077 333.250000
86633 -1.485837 -165.929474 327.599976
86634 -1.487037 -165.929871 322.599976
86635 -1.488238 -165.930237 318.399994
86636 -1.489436 -165.930634 314.899994
86637 -1.490633 -165.931030 312.200012
86638 -1.491827 -165.931396 310.450012
86639 -1.493021 -165.931793 309.299988
86640 -1.494212 -165.932175 308.599976
86641 -1.495401 -165.932556 308.200012
86642 -1.496588 -165.932953 307.700012
86643 -1.497775 -165.933319 306.849976
86644 -1.498962 -165.933716 305.799988
86645 -1.500148 -165.934097 304.899994
86646 -1.501335 -165.934479 304.100006
86647 -1.502521 -165.934875 303.549988
86648 -1.503706 -165.935242 303.399994
86649 -1.504892 -165.935638 303.299988
86650 -1.506078 -165.936005 303.200012
86651 -1.507262 -165.936401 303.100006
86652 -1.508448 -165.936768 303.000000
86653 -1.509634 -165.937164 303.100006
86654 -1.510819 -165.937561 303.299988
86655 -1.512005 -165.937927 303.599976
86656 -1.513193 -165.938309 304.000000
86657 -1.514385 -165.938660 304.299988
86658 -1.515582 -165.939026 304.200012
86659 -1.516784 -165.939346 303.950012
86660 -1.517992 -165.939651 303.849976
86661 -1.519207 -165.939941 304.099976
86662 -1.520426 -165.940201 304.700012
86663 -1.521649 -165.940430 305.450012
86664 -1.522875 -165.940643 306.149994
86665 -1.524104 -165.940857 306.849976
86666 -1.525337 -165.941025 307.450012
86667 -1.526571 -165.941177 307.700012
86668 -1.527807 -165.941315 307.649994
86669 -1.529046 -165.941437 307.299988
86670 -1.530284 -165.941559 306.850006
86671 -1.531525 -165.941650 306.500000
86672 -1.532767 -165.941711 306.200012
86673 -1.534008 -165.941803 305.950012
86674 -1.535250 -165.941864 305.849976
86675 -1.536491 -165.941925 305.599976
86676 -1.537733 -165.941971 305.349976
86677 -1.538976 -165.942017 305.250000
86678 -1.540218 -165.942078 305.350006
86679 -1.541461 -165.942108 305.700012
86680 -1.542704 -165.942169 306.049988
86681 -1.543951 -165.942200 306.250000
86682 -1.545200 -165.942230 306.399994
86683 -1.546453 -165.942276 306.600006
86684 -1.547708 -165.942307 306.799988
86685 -1.548968 -165.942337 306.849976
86686 -1.550233 -165.942352 306.599976
86687 -1.551502 -165.942383 305.899994
86688 -1.552775 -165.942383 304.950012
86689 -1.554053 -165.942398 304.250000
86690 -1.555335 -165.942398 303.950012
86691 -1.556621 -165.942383 304.000000
86692 -1.557911 -165.942383 304.500000
86693 -1.559205 -165.942352 305.000000
86694 -1.560503 -165.942322 305.100006
86695 -1.561804 -165.942322 304.850006
86696 -1.563111 -165.942291 304.400024
86697 -1.564422 -165.942291 304.150024
86698 -1.565736 -165.942276 304.150024
86699 -1.567053 -165.942261 304.400024
86700 -1.568373 -165.942261 304.850006
86701 -1.569694 -165.942261 305.299988
86702 -1.571017 -165.942261 305.500000
86703 -1.572341 -165.942261 305.350006
86704 -1.573666 -165.942245 304.850006
86705 -1.574992 -165.942261 304.149994
86706 -1.576318 -165.942261 303.500000
86707 -1.577646 -165.942276 303.049988
86708 -1.578975 -165.942291 303.149994
86709 -1.580304 -165.942322 303.799988
86710 -1.581633 -165.942368 304.299988
86711 -1.582963 -165.942413 304.950012
86712 -1.584292 -165.942444 305.549988
86713 -1.585622 -165.942505 305.549988
86714 -1.586952 -165.942551 305.350006
86715 -1.588284 -165.942596 305.100006
86716 -1.589616 -165.942657 305.049988
86717 -1.590948 -165.942719 305.100006
86718 -1.592278 -165.942764 305.049988
86719 -1.593609 -165.942841 304.899994
86720 -1.594940 -165.942902 304.700012
86721 -1.596271 -165.942993 304.549988
86722 -1.597602 -165.943069 304.600006
86723 -1.598931 -165.943161 304.700012
86724 -1.600259 -165.943268 304.799988
86725 -1.601588 -165.943359 304.899994
86726 -1.602915 -165.943481 305.049988
86727 -1.604242 -165.943588 305.049988
86728 -1.605568 -165.943710 304.649994
86729 -1.606895 -165.943832 304.149994
86730 -1.608222 -165.943970 303.549988
86731 -1.609548 -165.944092 303.100006
86732 -1.610875 -165.944244 303.000000
86733 -1.612202 -165.944397 303.250000
86734 -1.613530 -165.944534 303.850006
86735 -1.614857 -165.944672 304.450012
86736 -1.616186 -165.944824 305.049988
86737 -1.617514 -165.944977 305.649994
