
2011 Apr 30 16:20:14  -3.09496   108.921 -0.0148848 # wasinger DC3-TEST DC3 TEST Pre-Cals 4/30/11

2012 Jul 16 20:29:05  -2.87259   108.926 -0.001557 # wasinger DC3 DC3 POST CALS 07/16/12

2013 Feb 04 21:48:03   -22.718    115.51 -0.0247745 # wasinger SAANGRIA-TEST 
