Date,Start_UTC,GGALT,GGLAT,GGLON,ATX,PSXC,RHUM,TASX,THDG,PITCH,WSC,WDC,WIC
2017-02-22,19:07:39,-32767.0,-32767.0,-32767.0,-32767.0,-32767.0,-32767.0,-32767.0,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:07:40,-32767.0,-32767.0,-32767.0,-32767.0,-32767.0,-32767.0,-32767.0,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:07:41,-32767.0,-32767.0,-32767.0,-32767.0,-32767.0,-32767.0,-32767.0,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:07:42,-32767.0,-32767.0,-32767.0,-32767.0,-32767.0,-32767.0,-32767.0,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:07:43,-32767.0,-32767.0,-32767.0,-32767.0,-32767.0,-32767.0,-32767.0,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:07:44,-32767.0,-32767.0,-32767.0,-32767.0,-32767.0,-32767.0,-32767.0,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:07:45,-32767.0,-32767.0,-32767.0,15.908548,820.870422,-32767.0,1.421870,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:07:46,-32767.0,-32767.0,-32767.0,15.918104,820.883057,-32767.0,1.424852,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:07:47,-32767.0,-32767.0,-32767.0,15.909467,820.892090,-32767.0,1.424825,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:07:48,-32767.0,-32767.0,-32767.0,15.904563,820.890625,-32767.0,1.424812,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:07:49,-32767.0,-32767.0,-32767.0,15.912399,820.886597,-32767.0,1.424834,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:07:50,-32767.0,-32767.0,-32767.0,15.925831,820.882874,-32767.0,1.424872,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:07:51,-32767.0,-32767.0,-32767.0,15.941302,820.893188,-32767.0,1.424904,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:07:52,-32767.0,-32767.0,-32767.0,15.948901,820.886414,-32767.0,1.424931,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:07:53,-32767.0,-32767.0,-32767.0,15.957796,820.896484,-32767.0,1.424946,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:07:54,-32767.0,-32767.0,-32767.0,15.961938,820.888550,-32767.0,1.424965,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:07:55,-32767.0,-32767.0,-32767.0,15.967189,820.888794,-32767.0,1.424978,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:07:56,-32767.0,-32767.0,-32767.0,15.973434,820.888000,-32767.0,1.424995,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:07:57,-32767.0,-32767.0,-32767.0,15.974866,820.877502,-32767.0,1.425009,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:07:58,-32767.0,-32767.0,-32767.0,15.976363,820.872314,-32767.0,1.425018,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:07:59,-32767.0,-32767.0,-32767.0,15.978768,820.879639,-32767.0,1.425018,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:00,-32767.0,-32767.0,-32767.0,15.985002,820.878784,-32767.0,1.425034,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:01,-32767.0,-32767.0,-32767.0,15.989258,820.880432,-32767.0,1.425044,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:02,-32767.0,-32767.0,-32767.0,15.977116,820.872253,-32767.0,1.425022,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:03,-32767.0,-32767.0,-32767.0,15.966173,820.870422,-32767.0,1.424995,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:04,-32767.0,-32767.0,-32767.0,15.973033,820.876404,-32767.0,1.425004,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:05,-32767.0,-32767.0,-32767.0,15.972694,820.870422,-32767.0,1.425010,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:06,-32767.0,-32767.0,-32767.0,15.959035,820.860229,-32767.0,1.424985,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:07,-32767.0,-32767.0,-32767.0,15.933030,820.860229,-32767.0,1.424918,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:08,-32767.0,-32767.0,-32767.0,15.941100,820.854126,-32767.0,1.424939,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:09,-32767.0,-32767.0,-32767.0,15.947887,820.847229,-32767.0,1.424963,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:10,-32767.0,-32767.0,-32767.0,15.957469,820.852844,-32767.0,1.424983,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:11,-32767.0,-32767.0,-32767.0,15.964867,820.843018,-32767.0,1.425012,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:12,-32767.0,-32767.0,-32767.0,15.974002,820.840454,-32767.0,1.425038,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:13,-32767.0,-32767.0,-32767.0,15.978869,820.840210,-32767.0,1.425052,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:14,-32767.0,-32767.0,-32767.0,15.984506,820.846924,-32767.0,1.425061,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:15,-32767.0,-32767.0,-32767.0,15.990835,820.840942,-32767.0,1.425083,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:16,-32767.0,-32767.0,-32767.0,15.994752,820.836365,-32767.0,1.425097,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:17,-32767.0,-32767.0,-32767.0,15.998319,820.825317,-32767.0,1.425117,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:18,-32767.0,-32767.0,-32767.0,15.999433,820.832275,-32767.0,1.425114,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:19,-32767.0,-32767.0,-32767.0,16.001795,820.825745,-32767.0,1.425126,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:20,-32767.0,-32767.0,-32767.0,16.003119,820.822449,-32767.0,1.425132,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:21,-32767.0,-32767.0,-32767.0,16.005051,820.821045,-32767.0,1.425138,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:22,-32767.0,-32767.0,-32767.0,16.005842,820.812622,-32767.0,1.425148,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:23,-32767.0,-32767.0,-32767.0,16.008984,820.819214,-32767.0,1.425150,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:24,-32767.0,-32767.0,-32767.0,16.008478,820.811401,-32767.0,1.425156,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:25,-32767.0,-32767.0,-32767.0,16.009878,820.803345,-32767.0,1.425167,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:26,-32767.0,-32767.0,-32767.0,16.010172,820.808411,-32767.0,1.425164,216.258316,-1.667862,-32767.0,-32767.0,-32767.0
2017-02-22,19:08:27,1718.666382,39.912785,-105.118149,16.009501,820.813171,-32767.0,1.425158,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:28,1718.657104,39.912785,-105.118149,15.978364,820.802429,-32767.0,1.425090,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:29,1718.656738,39.912785,-105.118149,15.897199,820.808899,-32767.0,1.424879,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:30,1718.653931,39.912785,-105.118149,15.887667,820.804871,-32767.0,1.424843,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:31,1718.653564,39.912785,-105.118149,15.896165,820.804871,-32767.0,1.424862,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:32,1718.652832,39.912785,-105.118149,15.889726,820.795715,-32767.0,1.424856,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:33,1718.650513,39.912785,-105.118149,15.893412,820.814331,-32767.0,1.424848,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:34,1718.648071,39.912785,-105.118149,15.900320,820.795898,-32767.0,1.424881,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:35,1718.647827,39.912785,-105.118149,15.913744,820.802063,-32767.0,1.424910,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:36,1718.646973,39.912785,-105.118149,15.925235,820.812561,-32767.0,1.424932,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:37,1718.647095,39.912785,-105.118149,15.938759,820.801819,-32767.0,1.424977,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:38,1718.649536,39.912785,-105.118149,15.942415,820.794861,-32767.0,1.424995,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:39,1718.652100,39.912785,-105.118149,15.946576,820.800171,-32767.0,1.425001,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:40,1718.652832,39.912785,-105.118149,15.953482,820.792908,-32767.0,1.425025,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:41,1718.656128,39.912785,-105.118149,15.959829,820.790405,-32767.0,1.425044,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:42,1718.658203,39.912785,-105.118149,15.965146,820.792969,-32767.0,1.425056,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:43,1718.660400,39.912785,-105.118149,15.970366,820.799377,-32767.0,1.425065,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:44,1718.662109,39.912785,-105.118149,15.975625,820.794678,-32767.0,1.425083,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:45,1718.666748,39.912785,-105.118149,15.978186,820.793396,-32767.0,1.425091,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:46,1718.668945,39.912785,-105.118149,15.983490,820.796448,-32767.0,1.425102,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:47,1718.668701,39.912785,-105.118149,15.986490,820.798218,-32767.0,1.425109,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:48,1718.671387,39.912785,-105.118149,15.984678,820.785400,-32767.0,1.425116,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:49,1718.672485,39.912785,-105.118149,15.984539,820.790222,-32767.0,1.425111,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:50,1718.673706,39.912785,-105.118149,15.986447,820.802673,-32767.0,1.425105,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:51,1718.671509,39.912785,-105.118149,15.989785,820.794922,-32767.0,1.425120,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:52,1718.674194,39.912785,-105.118149,15.991287,820.780823,-32767.0,1.425137,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:53,1718.670776,39.912785,-105.118149,15.995170,820.788574,-32767.0,1.425140,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:54,1718.663940,39.912785,-105.118149,15.992217,820.786804,-32767.0,1.425135,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:55,1718.659302,39.912785,-105.118149,15.992084,820.795410,-32767.0,1.425127,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:56,1718.652344,39.912785,-105.118149,15.996497,820.785339,-32767.0,1.425146,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:57,1718.648071,39.912785,-105.118149,16.000439,820.786438,-32767.0,1.425156,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:58,1718.646606,39.912785,-105.118149,16.003990,820.795410,-32767.0,1.425158,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:08:59,1718.647827,39.912785,-105.118149,16.005377,820.805542,-32767.0,1.425153,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:09:00,1718.647583,39.912785,-105.118149,16.006136,820.808594,-32767.0,1.425153,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:09:01,1718.640869,39.912785,-105.118149,16.011873,820.811462,-32767.0,1.425164,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:09:02,1718.638062,39.912785,-105.118149,16.011564,820.804199,-32767.0,1.425171,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:09:03,1718.637329,39.912785,-105.118149,16.000952,820.797913,-32767.0,1.425150,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:09:04,1718.633179,39.912785,-105.118149,15.978904,820.798035,-32767.0,1.425094,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:09:05,1718.630493,39.912785,-105.118149,15.981377,820.810120,-32767.0,1.425085,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:09:06,1718.627197,39.912785,-105.118149,15.982534,820.809082,-32767.0,1.425089,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:09:07,1718.622437,39.912785,-105.118149,15.972430,820.805420,-32767.0,1.425068,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:09:08,1718.620605,39.912785,-105.118149,15.976569,820.813477,-32767.0,1.425069,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:09:09,1718.618408,39.912785,-105.118149,15.978662,820.809326,-32767.0,1.425079,216.258316,-1.667862,0.000000,0.000000,0.000000
2017-02-22,19:09:10,1718.612793,39.912785,-105.118149,15.987405,820.811035,-32767.0,1.425099,216.258316,-1.667862,0.000000,0.000000,0.000000
