#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#

2013 Jan 01 00:00:00  -94.7296   26.8705 -0.118682 #  C130-TEST project - tbaltzer - 9/11/2012

2013 May 14 20:15:47  -81.8699    22.636  0.303556 #  NOMADSS 

2014 Jun 24 20:03:09  -81.4095   22.6258  0.309925 # cwolff S/N:812453A FRAPPE:A2D Temp = 49

2015 Aug 26 21:09:21  -81.5152   22.6403  0.306779 # cwolff S/N:812453A ARISTO2015:Pre Aristo 2015

2016 Jul 07 20:15:09   -81.478   22.6737  0.303345 # cwolff S/N:812453A ARISTO2016:
