#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#

2013 Jan 01 00:00:00  -94.7296   26.8705 -0.118682 #  C130-TEST project - tbaltzer - 9/11/2012

2013 May 14 20:15:47  -81.8699    22.636  0.303556 #  NOMADSS 

2014 Jun 24 20:03:09  -81.4095   22.6258  0.309925 # cwolff S/N:812453A FRAPPE:A2D Temp = 49

#2014 Dec 19 16:01:05  -81.4117   22.6664  0.303801 # cjw S/N:812453A WINTER:PreWinter cal
