#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#
# Calibration that facilitates a voltage output
#
2013 Jan 1 00:00:00	0.0	1.0

# Calibration performed in the lab.  Hand Entered by Tom Baltzer
2013 May 17 00:00:00   -6.308  -0.1494  2.0796  -0.2936

# Pre-ARISTO Calibration.  Entered by CJW via Julie Haggerty.
2015 May 17 00:00:00   -8.4529  3.5522  0.1939
2015 Sep 01 00:00:00   -8.5696  4.3313  0.3038
