
#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#

2013 Jan 01 00:00:00   13.0243   107.728 -0.0515074 # wasinger WAMO - 10/20/2010

2013 May 08 21:28:29  -1.49056   108.902 -0.0465716 #  NOMADSS 

2014 Jun 19 17:47:57  -1.56948   109.049 -0.0418767 # lussier S/N:1509 FRAPPE:

2014 Dec 17 22:16:26  -1.27545   108.784 -0.0424654 # cjw S/N:1509 WINTER:Cal before WINTER

2015 Aug 24 21:35:04  -2.92619   108.838 -0.0458786 # cwolff S/N:002 ARISTO2015:Pre Aristo 2015
