
# auto_cal results...
# temperature: 35.542
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Sep 10 14:49:34     2        0   -0.28192    1.0587   -0.40213    1.0721   -0.38868    1.0725          0         1          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 38.373
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Sep 10 14:53:00     2        0   -0.28079    1.0587     -0.401     1.072   -0.38766    1.0724          0         1          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 43.414
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Sep 10 17:05:27     2        0   -0.28054    1.0572   -0.40037    1.0705   -0.38951    1.0712          0         1          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 42.654
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Sep 10 17:21:02     2        0    -0.2802    1.0573   -0.40051    1.0706   -0.39003    1.0713          0         1          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 35.273
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Sep 29 15:51:29     2        0   -0.28228    1.0599   -0.40186    1.0731     -0.388    1.0735          0         1          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 49.533
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Nov 25 15:55:49     4        0   -0.13836    1.0582   -0.20064    1.0719   -0.19494    1.0724    -0.2549    1.0847   -0.17898    1.0684   -0.21213    1.0769   -0.12312    1.0547  -0.071195     1.049

# auto_cal results...
# temperature: 51.65
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Nov 25 16:38:09     4        0    -0.1375    1.0574   -0.19986    1.0711   -0.19472    1.0717   -0.25456     1.084   -0.17927    1.0676   -0.21331    1.0762   -0.12396     1.054   -0.07164    1.0482

# auto_cal results...
# temperature: 43.856
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Nov 30 18:09:50     4        0   -0.14002    1.0584    -0.2014    1.0719   -0.19529    1.0723   -0.25534    1.0845   -0.17963    1.0683   -0.21224    1.0766   -0.12389    1.0546  -0.072762    1.0491

# auto_cal results...
# temperature: 46.542
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Dec 01 16:17:40     4        0   -0.13912    1.0584   -0.20109    1.0721    -0.1952    1.0725   -0.25491    1.0848   -0.17953    1.0685   -0.21267     1.077    -0.1238    1.0548  -0.072109    1.0492

# auto_cal results...
# temperature: 44.3
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Sep 18 20:56:27     2        0          0         1          0         1   -0.38999    1.0709          0         1          0         1          0         1          0         1          0         1
2017 Sep 18 20:56:27     4        0          0         1   -0.20031    1.0719          0         1          0         1          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 31.044
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Sep 21 14:11:02     2        0          0         1          0         1   -0.38895    1.0749          0         1          0         1          0         1          0         1          0         1
2017 Sep 21 14:11:02     4        0          0         1   -0.20324    1.0728          0         1          0         1          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 31.983
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Sep 21 14:17:47     2        0          0         1          0         1   -0.38661    1.0744          0         1          0         1          0         1          0         1          0         1
2017 Sep 21 14:17:47     4        0          0         1   -0.20284    1.0728          0         1          0         1          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 31.026
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Sep 29 13:55:45     2        0          0         1          0         1    -0.3886    1.0748          0         1          0         1          0         1          0         1          0         1
2017 Sep 29 13:55:45     4        0          0         1   -0.20287    1.0728          0         1          0         1          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 34.734
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Sep 29 16:26:47     2        0          0         1          0         1    -0.3885    1.0738          0         1          0         1          0         1          0         1          0         1
2017 Sep 29 16:26:47     4        0          0         1   -0.20231    1.0726          0         1          0         1          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 25.379
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Oct 03 15:49:48     2        0          0         1          0         1   -0.38939    1.0768          0         1          0         1          0         1          0         1          0         1
2017 Oct 03 15:49:48     4        0          0         1   -0.20383    1.0731          0         1          0         1          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 27.251
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Oct 03 15:55:37     2        0          0         1          0         1   -0.38933    1.0761          0         1          0         1          0         1          0         1          0         1
2017 Oct 03 15:55:37     4        0          0         1    -0.2038    1.0731          0         1          0         1          0         1          0         1          0         1          0         1


# auto_cal results...
# temperature: 37.263
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Apr 13 20:08:41     4        0   -0.14171    1.0591   -0.20245    1.0737   -0.19483    1.0725          0         1          0         1          0         1          0         1          0         1
