
# auto_cal results...
# temperature: 42.815
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Mar 08 15:09:08     2        0          0         1          0         1          0         1          0         1   -0.47141    1.1461          0         1          0         1          0         1
2018 Mar 08 15:09:08     4        0          0         1   -0.22513    1.1375   -0.26576     1.146   -0.14333    1.1241          0         1   -0.20564    1.1257    -0.2648    1.1462          0         1

# auto_cal results...
# temperature: 30.692
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Apr 12 16:35:52     2        0          0         1          0         1          0         1          0         1    -0.4723    1.1471          0         1          0         1          0         1
2019 Apr 12 16:35:52     4        0          0         1          0         1   -0.26657    1.1464   -0.14359    1.1244          0         1   -0.18754    1.1196   -0.24471     1.142          0         1

# auto_cal results...
# temperature: 30.887
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Apr 29 19:56:25     2        0          0         1          0         1          0         1          0         1   -0.47182     1.147          0         1          0         1          0         1
2019 Apr 29 19:56:25     4        0          0         1          0         1   -0.26577    1.1463    -0.1433    1.1244          0         1   -0.18259    1.1183   -0.24509    1.1421          0         1

# auto_cal results...
# temperature: 34.638
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 May 10 17:24:40     2        0          0         1          0         1          0         1          0         1   -0.47126    1.1455          0         1          0         1          0         1
2019 May 10 17:24:40     4        0          0         1   -0.22427    1.1375   -0.26506     1.146   -0.14321    1.1242          0         1    -0.1811    1.1181   -0.24448    1.1417          0         1

# auto_cal results...
# temperature: 35.944
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 May 17 19:36:34     2        0          0         1          0         1          0         1          0         1   -0.47102    1.1452          0         1          0         1          0         1
2019 May 17 19:36:34     4        0          0         1   -0.22405    1.1375   -0.26455     1.146   -0.14295    1.1243          0         1   -0.18082    1.1179    -0.2438    1.1417          0         1

# auto_cal results...
# temperature: 30.336
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Jun 30 13:39:40     2        0          0         1          0         1          0         1          0         1   -0.47202     1.147          0         1          0         1          0         1
2019 Jun 30 13:39:40     4        0          0         1          0         1   -0.26585    1.1462   -0.14411    1.1244          0         1   -0.17817    1.1185   -0.24181    1.1412          0         1

# auto_cal results...
# temperature: 40.662
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Jul 08 17:40:31     2        0          0         1          0         1          0         1          0         1   -0.46684    1.1433          0         1          0         1          0         1
2019 Jul 08 17:40:31     4        0          0         1          0         1   -0.26201    1.1456   -0.14097    1.1239          0         1   -0.16733    1.1164   -0.23083    1.1387          0         1

# auto_cal results...
# temperature: 42.24
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Jul 08 19:27:39     2        0          0         1          0         1          0         1          0         1   -0.46707    1.1427          0         1          0         1          0         1
2019 Jul 08 19:27:39     4        0          0         1          0         1   -0.26144    1.1453   -0.14081    1.1238          0         1   -0.16755    1.1163    -0.2304    1.1385          0         1

# auto_cal results...
# temperature: 44.353
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Jul 08 21:10:06     2        0          0         1          0         1          0         1          0         1   -0.46732    1.1422          0         1          0         1          0         1
2019 Jul 08 21:10:06     4        0          0         1          0         1   -0.26069    1.1453   -0.14055    1.1238          0         1   -0.16989    1.1171   -0.23023    1.1385          0         1

# auto_cal results...
# temperature: 36.764
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Jul 26 14:38:14     2        0          0         1          0         1          0         1          0         1   -0.46193    1.1446          0         1          0         1          0         1
2019 Jul 26 14:38:14     4        0          0         1          0         1   -0.25964    1.1456   -0.13776    1.1238          0         1   -0.16174    1.1147   -0.22781    1.1386          0         1

# auto_cal results...
# temperature: 42.274
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Jul 26 17:33:26     2        0          0         1          0         1          0         1          0         1   -0.46188    1.1428          0         1          0         1          0         1
2019 Jul 26 17:33:26     4        0          0         1          0         1   -0.25843    1.1453   -0.13764    1.1237          0         1   -0.16218    1.1149   -0.22679    1.1384          0         1

# auto_cal results...
# temperature: 40.552
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Jul 31 16:42:16     2        0          0         1          0         1          0         1          0         1   -0.46137    1.1434          0         1          0         1          0         1
2019 Jul 31 16:42:16     4        0          0         1          0         1   -0.25828    1.1454   -0.13809    1.1239          0         1   -0.16176    1.1147   -0.22679    1.1385          0         1

# auto_cal results...
# temperature: 37.915
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Aug 03 15:36:29     2        0          0         1          0         1          0         1          0         1   -0.46082    1.1443          0         1          0         1          0         1
2019 Aug 03 15:36:29     4        0          0         1          0         1    -0.2588    1.1456   -0.13734    1.1239          0         1   -0.16069    1.1147   -0.22699    1.1386          0         1

# auto_cal results...
# temperature: 42.956
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Aug 05 18:43:41     2        0          0         1          0         1          0         1          0         1   -0.45218    1.1422          0         1          0         1          0         1
2019 Aug 05 18:43:41     4        0          0         1          0         1   -0.25354    1.1451   -0.13335    1.1236          0         1   -0.16435    1.1172   -0.22218    1.1382          0         1

# auto_cal results...
# temperature: 32.133
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Aug 16 11:22:23     2        0          0         1          0         1          0         1          0         1   -0.38439    1.1462          0         1          0         1          0         1
2019 Aug 16 11:22:23     4        0          0         1          0         1   -0.22066    1.1457  -0.099747    1.1241          0         1    -0.1278    1.1169   -0.18743    1.1374          0         1

# auto_cal results...
# temperature: 33.121
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Aug 18 12:16:51     2        0          0         1          0         1          0         1          0         1   -0.37522    1.1457          0         1          0         1          0         1
2019 Aug 18 12:16:51     4        0          0         1          0         1   -0.21625    1.1455  -0.095137    1.1239          0         1   -0.11527    1.1144   -0.18388    1.1365          0         1

# auto_cal results...
# temperature: 44.2
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Aug 24 17:25:38     2        0          0         1          0         1          0         1          0         1   -0.37078    1.1419          0         1          0         1          0         1
2019 Aug 24 17:25:38     4        0          0         1          0         1   -0.21245    1.1451  -0.092365    1.1236          0         1   -0.11546    1.1146    -0.1784    1.1349          0         1

# auto_cal results...
# temperature: 37.748
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Sep 26 19:07:07     2        0          0         1          0         1          0         1          0         1     -0.369     1.144          0         1          0         1          0         1
2019 Sep 26 19:07:07     4        0          0         1          0         1   -0.21227    1.1454  -0.092579    1.1239          0         1   -0.10669    1.1128   -0.17853    1.1349          0         1

# auto_cal results...
# temperature: 33.993
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Oct 02 11:49:34     2        0          0         1          0         1          0         1          0         1    -0.3636    1.1439          0         1          0         1          0         1   
2019 Oct 02 11:49:34     4        0          0         1          0         1   -0.21039     1.144  -0.089731    1.1225          0         1     -1.171    1.1406   -0.18689    1.1331          0         1   

# auto_cal results...
# temperature: 47.505
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Oct 02 14:17:31     2        0          0         1          0         1          0         1          0         1   -0.36307    1.1374          0         1          0         1          0         1   
2019 Oct 02 14:17:31     4        0          0         1          0         1   -0.20677    1.1411  -0.089191    1.1202          0         1  0.0035732    1.7633    -0.1847    1.1307          0         1  

# auto_cal results...
# temperature: 32.998
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Oct 08 14:52:11     2        0          0         1          0         1          0         1          0         1   -0.35602    1.1444          0         1          0         1          0         1
2019 Oct 08 14:52:11     4        0          0         1          0         1   -0.20743    1.1442  -0.085328    1.1224          0         1    -3.1044     1.382   -0.17597    1.1314          0         1

# auto_cal results...
# temperature: 51.859
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2020 Jan 13 20:15:41     2        0          0         1          0         1   -0.41205    1.0774   -0.60286    1.1012          0         1          0         1          0         1          0         1
2020 Jan 13 20:15:41     4        0   -0.20733    1.0766          0         1          0         1          0         1          0         1          0         1          0         1          0         1
