
# auto_cal results...
# temperature: 42.815
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Sep 25 14:42:54     2        0          0         1          0         1          0         1          0         1   -0.47023    1.1431          0         1          0         1          0         1
2015 Sep 25 14:42:54     4        0          0         1          0         1   -0.26216    1.1448   -0.14217    1.1234          0         1   -0.21531     1.137   -0.26848     1.147          0         1

# auto_cal results...
# temperature: 29.658
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Nov 05 16:18:42     2        0          0         1          0         1          0         1          0         1   -0.47165    1.1475          0         1          0         1          0         1
2015 Nov 05 16:18:42     4        0          0         1          0         1   -0.26617    1.1463   -0.14301    1.1243          0         1   -0.21327    1.1373   -0.26985     1.148          0         1

# auto_cal results...
# temperature: 31.405
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Nov 06 16:22:15     2        0          0         1          0         1          0         1          0         1   -0.47109    1.1468          0         1          0         1          0         1
2015 Nov 06 16:22:15     4        0          0         1   -0.22487    1.1376   -0.26584    1.1462   -0.14305    1.1243          0         1   -0.21278    1.1371   -0.26903    1.1478          0         1

# auto_cal results...
# temperature: 29.977
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Nov 30 17:44:06     2        0          0         1          0         1          0         1          0         1   -0.47187    1.1476          0         1          0         1          0         1
2015 Nov 30 17:44:06     4        0          0         1   -0.22574     1.138    -0.2665    1.1466   -0.14261    1.1244          0         1   -0.21401    1.1376   -0.26908    1.1481          0         1

# auto_cal results...
# temperature: 30.107
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Dec 30 17:08:48     2        0          0         1          0         1          0         1          0         1   -0.47137    1.1475          0         1          0         1          0         1
2015 Dec 30 17:08:48     4        0          0         1   -0.22544     1.138   -0.26562    1.1464   -0.14278    1.1245          0         1   -0.21406    1.1377   -0.26931    1.1482          0         1

# auto_cal results...
# temperature: 30.597
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Dec 30 17:18:33     2        0          0         1          0         1          0         1          0         1   -0.47112    1.1473          0         1          0         1          0         1
2015 Dec 30 17:18:33     4        0          0         1   -0.22533     1.138   -0.26595    1.1465   -0.14267    1.1244          0         1   -0.21327    1.1375   -0.26938    1.1482          0         1

# auto_cal results...
# temperature: 31.667
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Dec 30 17:47:07     2        0          0         1          0         1          0         1          0         1   -0.47111    1.1469          0         1          0         1          0         1
2015 Dec 30 17:47:07     4        0          0         1   -0.22538     1.138   -0.26606    1.1466    -0.1426    1.1245          0         1   -0.21366    1.1377   -0.26947    1.1482          0         1

# auto_cal results...
# temperature: 32.657
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Mar 09 16:26:32     2        0          0         1          0         1          0         1          0         1   -0.47072    1.1463          0         1          0         1          0         1
2017 Mar 09 16:26:32     4        0          0         1          0         1   -0.26577    1.1462   -0.14275    1.1241          0         1   -0.20483    1.1306   -0.26837    1.1476          0         1

# auto_cal results...
# temperature: 26.826
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Mar 10 15:01:15     2        0          0         1          0         1          0         1          0         1   -0.47329    1.1487          0         1          0         1          0         1
2017 Mar 10 15:01:15     4        0          0         1          0         1   -0.26796    1.1468   -0.14337    1.1245          0         1   -0.20605    1.1312   -0.27031    1.1483          0         1

# auto_cal results...
# temperature: 33.292
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Mar 13 15:30:19     2        0          0         1          0         1          0         1          0         1   -0.47049     1.146          0         1          0         1          0         1
2017 Mar 13 15:30:19     4        0          0         1          0         1   -0.26496    1.1459   -0.14256    1.1241          0         1   -0.20483    1.1305   -0.26841    1.1476          0         1

# auto_cal results...
# temperature: 35.965
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Aug 02 13:55:02     2        0          0         1          0         1          0         1          0         1   -0.47011    1.1449          0         1          0         1          0         1
2017 Aug 02 13:55:02     4        0          0         1          0         1   -0.26396    1.1456   -0.14252    1.1239          0         1   -0.20503    1.1301   -0.26784    1.1473          0         1

# auto_cal results...
# temperature: 37.939
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Aug 02 16:24:18     2        0          0         1          0         1          0         1          0         1   -0.46991    1.1442          0         1          0         1          0         1
2017 Aug 02 16:24:18     4        0          0         1          0         1   -0.26379    1.1456    -0.1421    1.1238          0         1   -0.20425    1.1299   -0.26726    1.1472          0         1

# auto_cal results...
# temperature: 32.944
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Aug 08 13:34:56     2        0          0         1          0         1          0         1          0         1   -0.47077     1.146          0         1          0         1          0         1
2017 Aug 08 13:34:56     4        0          0         1          0         1   -0.26457    1.1458   -0.14298    1.1241          0         1   -0.20546    1.1302   -0.26848    1.1475          0         1

# auto_cal results...
# temperature: 34.161
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Aug 08 16:19:08     2        0          0         1          0         1          0         1          0         1   -0.47118    1.1456          0         1          0         1          0         1
2017 Aug 08 16:19:08     4        0          0         1          0         1   -0.26518    1.1459   -0.14288     1.124          0         1   -0.20605    1.1303   -0.26832    1.1474          0         1

# auto_cal results...
# temperature: 34.449
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Aug 15 13:51:39     2        0          0         1          0         1          0         1          0         1   -0.47064    1.1454          0         1          0         1          0         1
2017 Aug 15 13:51:39     4        0          0         1          0         1   -0.26405    1.1456    -0.1427     1.124          0         1   -0.20868    1.1303   -0.26821    1.1474          0         1

# auto_cal results...
# temperature: 38.239
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Aug 15 15:56:41     2        0          0         1          0         1          0         1          0         1   -0.46983    1.1441          0         1          0         1          0         1
2017 Aug 15 15:56:41     4        0          0         1          0         1   -0.26339    1.1456   -0.14226    1.1239          0         1   -0.20795    1.1302   -0.26669    1.1471          0         1

# auto_cal results...
# temperature: 37.677
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Aug 17 16:27:16     2        0          0         1          0         1          0         1          0         1    -0.4706    1.1443          0         1          0         1          0         1
2017 Aug 17 16:27:16     4        0          0         1          0         1   -0.26403    1.1456   -0.14244    1.1239          0         1   -0.20882    1.1301   -0.26765    1.1472          0         1

# auto_cal results...
# temperature: 34.702
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Aug 19 13:17:54     2        0          0         1          0         1          0         1          0         1   -0.47012     1.145          0         1          0         1          0         1
2017 Aug 19 13:17:54     4        0          0         1          0         1   -0.26399    1.1455   -0.14282    1.1239          0         1   -0.20933    1.1302   -0.26821    1.1472          0         1

# auto_cal results...
# temperature: 41.139
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Aug 22 15:16:38     2        0          0         1          0         1          0         1          0         1   -0.46938    1.1428          0         1          0         1          0         1
2017 Aug 22 15:16:38     4        0          0         1          0         1   -0.26274    1.1452   -0.14192    1.1236          0         1   -0.20893    1.1301   -0.26655    1.1469          0         1

# auto_cal results...
# temperature: 32.293
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Dec 05 16:40:01     2        0          0         1          0         1          0         1          0         1  2.4873e+05    -50154          0         1          0         1          0         1
2017 Dec 05 16:40:01     4        0          0         1   -0.47279    2.2879   -0.20994    1.1299   -0.26845    1.1477          0         1     -65846     13316   -0.22494    1.1378          0         1

# auto_cal results...
# temperature: 33.201
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Dec 05 17:09:42     2        0          0         1          0         1          0         1          0         1   -0.47145    1.1463          0         1          0         1          0         1
2017 Dec 05 17:09:42     4        0          0         1   -0.22517    1.1378    -0.2655    1.1462   -0.14275    1.1243          0         1   -0.20982    1.1298   -0.26879    1.1478          0         1

# auto_cal results...
# temperature: 25.017
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Dec 12 16:32:54     2        0          0         1          0         1          0         1          0         1   -0.47427    1.1496          0         1          0         1          0         1
2017 Dec 12 16:32:54     4        0          0         1   -0.22676    1.1383   -0.26774    1.1469   -0.14426    1.1248          0         1   -0.21094    1.1304   -0.27007    1.1483          0         1

# auto_cal results...
# temperature: 38.006
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2017 Dec 29 21:48:08     2        0          0         1          0         1          0         1          0         1   -0.47115    1.1446          0         1          0         1          0         1
2017 Dec 29 21:48:08     4        0          0         1   -0.22408    1.1375   -0.26393    1.1458   -0.14154    1.1239          0         1   -0.20787    1.1292    -0.2678    1.1475          0         1

# auto_cal results...
# temperature: 21.162
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Jan 04 16:29:07     2        0          0         1          0         1          0         1          0         1   -0.47695    1.1511          0         1          0         1          0         1
2018 Jan 04 16:29:07     4        0          0         1   -0.22802    1.1388    -0.2701    1.1475   -0.14468    1.1251          0         1   -0.21137    1.1306    -0.2715    1.1488          0         1

# auto_cal results...
# temperature: 21.768
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Jan 08 16:00:24     2        0          0         1          0         1          0         1          0         1   -0.47623    1.1508          0         1          0         1          0         1
2018 Jan 08 16:00:24     4        0          0         1    -0.2278    1.1387   -0.27015    1.1476   -0.14507    1.1252          0         1   -0.21098    1.1305   -0.27162    1.1488          0         1

# auto_cal results...
# temperature: 32.386
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Jan 09 18:57:47     2        0          0         1          0         1          0         1          0         1   -0.47167    1.1462          0         1          0         1          0         1
2018 Jan 09 18:57:47     4        0          0         1   -0.22526    1.1376   -0.26533     1.146   -0.14312    1.1241          0         1   -0.20782    1.1293   -0.26928    1.1477          0         1

# auto_cal results...
# temperature: 34.598
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Jan 10 20:09:05     2        0          0         1          0         1          0         1          0         1   -0.47145    1.1454          0         1          0         1          0         1
2018 Jan 10 20:09:05     4        0          0         1   -0.22542    1.1376   -0.26432    1.1458   -0.14277    1.1241          0         1   -0.20919    1.1299   -0.26869    1.1476          0         1

# auto_cal results...
# temperature: 31.19
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Jan 15 01:21:05     2        0          0         1          0         1          0         1          0         1    -0.4717    1.1468          0         1          0         1          0         1
2018 Jan 15 01:21:05     4        0          0         1   -0.22517    1.1378    -0.2658    1.1463   -0.14329    1.1244          0         1   -0.20787    1.1294   -0.26918    1.1479          0         1

# auto_cal results...
# temperature: 37.522
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Jan 18 23:16:02     2        0          0         1          0         1          0         1          0         1   -0.46986    1.1441          0         1          0         1          0         1
2018 Jan 18 23:16:02     4        0          0         1    -0.2238     1.137   -0.26327    1.1453    -0.1423    1.1237          0         1    -0.2073    1.1284   -0.26766    1.1471          0         1

# auto_cal results...
# temperature: 33.053
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Jan 21 22:30:28     2        0          0         1          0         1          0         1          0         1   -0.47146    1.1461          0         1          0         1          0         1
2018 Jan 21 22:30:28     4        0          0         1    -0.2245    1.1375    -0.2651     1.146   -0.14264    1.1241          0         1   -0.20781    1.1289   -0.26881    1.1477          0         1

# auto_cal results...
# temperature: 29.864
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Jan 25 21:48:17     2        0          0         1          0         1          0         1          0         1   -0.47243    1.1473          0         1          0         1          0         1
2018 Jan 25 21:48:17     4        0          0         1   -0.22538    1.1378   -0.26584    1.1463   -0.14316    1.1243          0         1   -0.20754    1.1283   -0.26926    1.1478          0         1

# auto_cal results...
# temperature: 31.548
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Feb 01 03:28:48     2        0          0         1          0         1          0         1          0         1   -0.47198    1.1468          0         1          0         1          0         1
2018 Feb 01 03:28:48     4        0          0         1   -0.22522    1.1379   -0.26587    1.1464   -0.14333    1.1245          0         1   -0.20566    1.1275   -0.26885    1.1479          0         1

# auto_cal results...
# temperature: 29.412
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Feb 03 01:46:54     2        0          0         1          0         1          0         1          0         1   -0.47223    1.1476          0         1          0         1          0         1
2018 Feb 03 01:46:54     4        0          0         1   -0.22542     1.138   -0.26576    1.1465   -0.14343    1.1246          0         1   -0.20783     1.128   -0.26924    1.1481          0         1

# auto_cal results...
# temperature: 25.891
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Feb 04 21:43:21     2        0          0         1          0         1          0         1          0         1   -0.47411     1.149          0         1          0         1          0         1
2018 Feb 04 21:43:21     4        0          0         1   -0.22626    1.1382   -0.26744    1.1469   -0.14424    1.1249          0         1   -0.20665    1.1276   -0.27028    1.1483          0         1

# auto_cal results...
# temperature: 30.281
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Feb 07 19:38:11     2        0          0         1          0         1          0         1          0         1   -0.47248    1.1472          0         1          0         1          0         1
2018 Feb 07 19:38:11     4        0          0         1     -0.225    1.1377   -0.26592    1.1463    -0.1441    1.1246          0         1   -0.20719    1.1272   -0.26933    1.1479          0         1

# auto_cal results...
# temperature: 34.248
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Feb 12 02:32:54     2        0          0         1          0         1          0         1          0         1   -0.47115    1.1458          0         1          0         1          0         1
2018 Feb 12 02:32:54     4        0          0         1    -0.2238    1.1375   -0.26501    1.1462    -0.1433    1.1244          0         1   -0.20404    1.1266   -0.26828    1.1476          0         1

# auto_cal results...
# temperature: 31.708
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Feb 13 06:10:53     2        0          0         1          0         1          0         1          0         1   -0.47166    1.1466          0         1          0         1          0         1
2018 Feb 13 06:10:53     4        0          0         1   -0.22458    1.1376   -0.26543    1.1462   -0.14356    1.1244          0         1    -0.2044    1.1264     -0.269    1.1478          0         1

# auto_cal results...
# temperature: 21.808
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Feb 16 20:23:53     2        0          0         1          0         1          0         1          0         1   -0.47612    1.1506          0         1          0         1          0         1
2018 Feb 16 20:23:53     4        0          0         1   -0.22725    1.1386   -0.26907    1.1473   -0.14482    1.1251          0         1   -0.20677    1.1272   -0.27115    1.1486          0         1

# auto_cal results...
# temperature: 22.148
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Feb 16 20:28:50     2        0          0         1          0         1          0         1          0         1   -0.47588    1.1504          0         1          0         1          0         1
2018 Feb 16 20:28:50     4        0          0         1   -0.22732    1.1385   -0.26823    1.1472   -0.14473     1.125          0         1   -0.20635    1.1271   -0.27092    1.1485          0         1

# auto_cal results...
# temperature: 28.356
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Feb 19 01:42:26     2        0          0         1          0         1          0         1          0         1   -0.47357    1.1481          0         1          0         1          0         1
2018 Feb 19 01:42:26     4        0          0         1    -0.2256     1.138   -0.26666    1.1466   -0.14378    1.1246          0         1   -0.20511    1.1267   -0.26932     1.148          0         1

# auto_cal results...
# temperature: 26.877
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Feb 19 22:34:29     2        0          0         1          0         1          0         1          0         1    -0.4738    1.1487          0         1          0         1          0         1
2018 Feb 19 22:34:29     4        0          0         1   -0.22656    1.1382   -0.26738    1.1468   -0.14391    1.1247          0         1    -0.2054    1.1266   -0.27032    1.1483          0         1

# auto_cal results...
# temperature: 28.87
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Feb 24 01:08:30     2        0          0         1          0         1          0         1          0         1   -0.47288    1.1477          0         1          0         1          0         1
2018 Feb 24 01:08:30     4        0          0         1   -0.22609    1.1381   -0.26643    1.1466   -0.14379    1.1246          0         1   -0.20415    1.1263   -0.26953    1.1479          0         1

# auto_cal results...
# temperature: 39.138
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2018 Feb 27 20:55:51     2        0          0         1          0         1          0         1          0         1   -0.47065    1.1438          0         1          0         1          0         1
2018 Feb 27 20:55:51     4        0          0         1   -0.22322    1.1372   -0.26333    1.1456   -0.14239     1.124          0         1   -0.20528     1.127    -0.2662    1.1467          0         1

# auto_cal results...
# temperature: 32.223
