
# auto_cal results...
# temperature: 54.208
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2014 Jun 24 04:32:09     4        0          0         1   -0.27722    1.0698   -0.18644    1.0568   -0.20365    1.0548          0         1   -0.17553    1.0494  -0.084856    1.0284          0         1

# auto_cal results...
# temperature: 50.764
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2014 Jun 27 04:58:48     2        0          0         1          0         1          0         1          0         1    -0.1048    1.0225          0         1          0         1          0         1
2014 Jun 27 04:58:48     4        0          0         1   -0.27225    1.0694   -0.18168    1.0564   -0.20208     1.055          0         1   -0.17394    1.0495  -0.083436    1.0285          0         1

# auto_cal results...
# temperature: 55.943
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2014 Jun 27 05:46:37     2        0          0         1          0         1          0         1          0         1    -0.1044    1.0211          0         1          0         1          0         1
2014 Jun 27 05:46:37     4        0          0         1    -0.2689    1.0691    -0.1794    1.0561   -0.20146    1.0551          0         1   -0.17354    1.0496  -0.082991    1.0285          0         1

# auto_cal results...
# temperature: 37.239
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2014 Jul 03 02:21:29     2        0          0         1          0         1          0         1          0         1   -0.10934    1.0267          0         1          0         1          0         1
2014 Jul 03 02:21:29     4        0          0         1   -0.28033    1.0699   -0.18675    1.0568   -0.20344    1.0548          0         1   -0.17577    1.0495  -0.084621    1.0284          0         1

# auto_cal results...
# temperature: 46.107
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2014 Jul 08 04:40:45     2        0          0         1          0         1          0         1          0         1   -0.10417    1.0236          0         1          0         1          0         1
2014 Jul 08 04:40:45     4        0          0         1   -0.27648    1.0695   -0.18337    1.0565   -0.20193    1.0549          0         1    -0.1746    1.0495  -0.083999    1.0284          0         1

# auto_cal results...
# temperature: 39.877
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2014 Jul 11 04:10:04     2        0          0         1          0         1          0         1          0         1   -0.10666    1.0254          0         1          0         1          0         1
2014 Jul 11 04:10:04     4        0          0         1     -0.282    1.0696   -0.18559    1.0566   -0.20297    1.0546          0         1   -0.17544    1.0493  -0.084792    1.0282          0         1

# auto_cal results...
# temperature: 52.559
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2014 Jul 12 03:55:00     2        0          0         1          0         1          0         1          0         1   -0.10307    1.0218          0         1          0         1          0         1
2014 Jul 12 03:55:00     4        0          0         1   -0.27582    1.0691    -0.1809    1.0562   -0.20186    1.0549          0         1   -0.17391    1.0495  -0.083602    1.0283          0         1

# auto_cal results...
# temperature: 39.362
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2014 Jul 18 04:33:17     2        0          0         1          0         1          0         1          0         1   -0.10872    1.0259          0         1          0         1          0         1
2014 Jul 18 04:33:17     4        0          0         1   -0.28155      1.07   -0.18623    1.0569   -0.20336    1.0549          0         1   -0.17541    1.0496  -0.087052    1.0285          0         1

# auto_cal results...
# temperature: 38.773
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2014 Oct 23 13:58:31     2        0          0         1          0         1          0         1          0         1   -0.10479    1.0237          0         1          0         1          0         1
2014 Oct 23 13:58:31     4        0   -0.17923    1.0488   -0.28768    1.0678   -0.18395    1.0548   -0.20328    1.0532          0         1   -0.17432    1.0477  -0.087928    1.0268          0         1

# auto_cal results...
# temperature: 49.399
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2014 Oct 23 14:07:41     2        0          0         1          0         1          0         1          0         1   -0.10143    1.0214          0         1          0         1          0         1
2014 Oct 23 14:07:41     4        0   -0.17698    1.0492   -0.28387    1.0681   -0.17999    1.0549   -0.20285     1.054          0         1    -0.1732    1.0484  -0.087018    1.0275          0         1

# auto_cal results...
# temperature: 70.901
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2014 Nov 18 21:19:16     2        0          0         1          0         1          0         1          0         1   -0.10741     1.017          0         1          0         1          0         1
2014 Nov 18 21:19:16     4        0          0         1   -0.27737    1.0684   -0.17542    1.0556   -0.20033    1.0552          0         1   -0.17306    1.0497  -0.086364    1.0285          0         1
