#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#
# Calibration done in the NRL laboratory and provided to us
#  Serial Number: 100159
#
2013 Jan 1 00:00:00	0.0	320.91

# ARISTO, provided by Julie Haggerty.  Serial # 130531. cjw
2015 Sep 1 00:00:00	0.0	316.28
