#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#
#  Factory calibration coefficients
#

2013 Jan 01 00:00:00	0.37872	219.53	0.046591 # tbaltzer - created by hand

2023 Nov 13 00:00:00	3.2661	219.34	0.08954 # New, calibrated 11/2023

