#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#
# Calibration done in the NRL laboratory and provided to us
#  Serial Number: 120381
#
2013 Jan 1 00:00:00	0.0    314.53 

# ARISTO, provided by Julie Haggerty.  Serial #140073.  cjw
2015 Sep 1 00:00:00	0.0	322.49
#
# CAESAR, provided by Julie Haggerty.  Serial #130531.  jaa
2025 Jan 1 00:00:00	0.0	317.47
