#
#  Calibrations by Dave Albee on 8/20 taken at A2D Temp = 40 degrees C (done in chamber)
#
#  Date              Gain  Bipolar      CH0-off  CH0-slope  CH1-off  CH1-slope  CH2-off  CH2-slope  CH3-off  CH3-slope  CH4-off  CH4-slope  CH5-off  CH5-slope  CH6-off  CH6-slope  CH7-off  CH7-slope
2010 Aug 20 15:31:00	1	1	-0.247586 1.07075   -0.439641 1.09119   0.0601866 1.04103   -0.267518 1.07462   -0.152871 1.06466   -0.283114 1.07273   -0.247567 1.0696    -0.222666 1.0733
2010 Aug 20 16:01:00	2	0	-0.309895 1.07073   -0.508158 1.09117   -0.002035 1.04096   -0.330496 1.07456   -0.237826 1.0645    -0.334966 1.07247   -0.32622  1.06946   -0.324274 1.07305
2010 Aug 20 16:28:00	2	1	-0.123914 1.07177   -0.219799 1.0922    0.0302786 1.04197   -0.133987 1.07563   -0.07652  1.06552   -0.141054 1.07347   -0.123758 1.07048   -0.111294 1.07409
2010 Aug 20 16:54:00	4	0	-0.155365 1.07132   -0.25459  1.09169   -0.0014912 1.04158  -0.165811 1.07521   -0.119496 1.06518   -0.167866 1.07314   -0.163604 1.07006   -0.162789 1.07378
