#
# Performed at about 51C, Feb 10, 2010 by Dave Allbee.
#
#  Date              Gain  Bipolar      CH0-off  CH0-slope  CH1-off  CH1-slope  CH2-off  CH2-slope  CH3-off  CH3-slope  CH4-off  CH4-slope  CH5-off  CH5-slope  CH6-off  CH6-slope  CH7-off  CH7-slope
2010 Feb 08 21:00:00	1	1	-0.15932  1.11485   -0.483922 1.13449   -0.134678 1.09441   -0.254631 1.10395   -0.323722 1.11581   -0.156254 1.09624   -0.211966 1.10411   -0.21818  1.10486
2010 Feb 09 00:00:00	2	0	-0.280753 1.11407   -0.541285 1.13382   -0.18603  1.09361   -0.315437 1.10316   -0.416267 1.11468   -0.222268 1.09547   -0.293952 1.1044    -0.282448 1.10534
2010 Feb 09 17:00:00	2	1	-0.080991 1.11582   -0.243105 1.13514   -0.0676405 1.09503  -0.128893 1.10433   -0.162536 1.1163    -0.0789187 1.09677  -0.106246 1.10475   -0.109243 1.10632
2010 Feb 10 20:00:00	4	0	-0.142408 1.11378   -0.272529 1.13349   -0.0941507 1.09296  -0.158733 1.10386   -0.209148 1.11617   -0.111433 1.09674   -0.149369 1.10502   -0.143035 1.10589
