
# temperature: nan - doubtless 40 degrees but a bug in the cal tool is outputing NaN values
# These cals were taken November 29, 2010 but were not exported until Sept 19, 2012 Thus the date information.
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2010 Sep 19 00:00:00    1        1  -0.362801   1.09776  -0.627938     1.123  -0.560895    1.1312  -0.356786   1.09788  -0.532072   1.11444  -0.555641   1.12038   -0.59237   1.12702  -0.368214   1.09942
2010 Sep 19 00:00:01    2        0  -0.442395   1.09783  -0.696097   1.12297  -0.618967   1.13681  -0.418596   1.09767  -0.561609   1.11429  -0.614109   1.12016  -0.705521   1.12693  -0.434528   1.09935
2010 Sep 19 00:00:02    2        1  -0.181831   1.09877  -0.313677   1.12387  -0.282137   1.13889   -0.17805   1.09862  -0.266366    1.1152  -0.277656    1.1211  -0.296334    1.1278  -0.183814   1.10024
2010 Sep 19 00:00:03    4        0  -0.221663   1.09829  -0.348758   1.12344  -0.308789   1.13456  -0.209938   1.09818  -0.281292   1.11477  -0.307718   1.12068  -0.353322   1.12738   -0.21775   1.09985
