# A2D calibrations for RAF A2D card serial number 006
#  Hand input by T. Baltzer February 2009
#
#
#  Date              Gain  Bipolar   CH0-off  CH0-slope  CH1-off  CH1-slope  CH2-off  CH2-slope  CH3-off  CH3-slope  CH4-off  CH4-slope  CH5-off  CH5-slope  CH6-off  CH6-slope  CH7-off  CH7-slope
2008 Jul 29 13:19:41  1      1      -0.208293 1.04528   -0.312721 1.05542   -0.48786 1.07633    -0.371705 1.06371   -0.322854 1.06281   -0.232907 1.05278   -0.201853 1.04746   -0.229314 1.05121
2008 Jul 29 13:42:56  2      0      -0.277191 1.04492   -0.361936 1.05508   -0.560056 1.0761    -0.425098 1.06341   -0.412154 1.06248   -0.318841 1.0524    -0.266316 1.04718   -0.315803 1.05098
