#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#
# Calibration that facilitates a voltage output
#
#2009 Jan 1 00:00:00	0.0032	0.09987
#2018 Jan 1 00:00:00 	-0.032	10.013
#2018 Feb 1 00:00:00	0	1
2018 Apr 18 00:00:00	-0.087	10.010
2018 Apr 24 00:00:00	-0.078	10.010
