#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#
# Calibration that facilitates a voltage output
#
#2009 Jan 1 00:00:00	0.00095	0.1003
#2018 Jan 1 00:00:00 	-0.0095	9.97
#2018 Feb 1 00:00:00	0	1
2018 Apr 18 00:00:00	-0.050	9.970
2018 Apr 24 00:00:00	-0.055	9.970
