#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#
# Calibration that facilitates a voltage output
#
#2009 Jan 1 00:00:00	-0.0021	0.09996
#2018 Jan 1 00:00:00 	-0.021	10.004
#2018 Feb 1 00:00:00	0	1
2018 Apr 18 00:00:00	0.026	-10.000
2018 Apr 24 00:00:00	0.043	-10.000
