#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#
# Calibration that facilitates a voltage output
#
#2009 Jan 1 00:00:00	-0.0016	0.09992
#2018 Jan 1 00:00:00 	-0.016	10.008
#2018 Feb 1 00:00:00	0	1
2018 Apr 18 00:00:00	0.020	10.020
2018 Apr 24 00:00:00	0.016	10.020
