#   After RF01 we replaced A2D S/N 013 with A2D S/N 1704
#
#  Calibrations by Dave Albee on 8/18 taken at A2D Temp = 40 degrees C (done in chamber)
#
#  Date              Gain  Bipolar      CH0-off  CH0-slope  CH1-off  CH1-slope  CH2-off  CH2-slope  CH3-off  CH3-slope  CH4-off  CH4-slope  CH5-off  CH5-slope  CH6-off  CH6-slope  CH7-off  CH7-slope
2010 Aug 18 15:04:00    1       1       -0.155941 1.05804   -0.401225 1.08246   -0.299064 1.07298   -0.238889 1.07084   -0.352996 1.0763    -0.171705 1.05982   -0.282574 1.06761   -0.194279 1.05699
2010 Aug 18 15:54:00    2       0       -0.221665 1.05795   -0.469329 1.08238   -0.355304 1.07294   -0.320499 1.07083   -0.417935 1.07602   -0.255215 1.05954   -0.346407 1.06732   -0.242567 1.05679
2010 Aug 18 16:54:00    2       1       -0.078013 1.05892   -0.200639 1.08342   -0.149378 1.07396   -0.119907 1.07185   -0.176276 1.07711   -0.086037 1.06061   -0.141181 1.06834   -0.097083 1.05783
2010 Aug 18 17:25:00    4       0       -0.111304 1.05856   -0.235211 1.08298   -0.178117 1.07346   -0.160522 1.07137   -0.209522 1.07671   -0.128114 1.06024   -0.173698 1.06794   -0.121905 1.05742

# temperature: 40 degrees Albee July 11 2011
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2011 Aug 17 00:01:36    4        0   -0.10255   1.02822  -0.166967   1.03935  -0.101734   1.02741  -0.0778017   1.02294  -0.101951   1.02849  -0.0646684   1.01689  -0.0545954     1.017  -0.0424319   1.01249
2011 Aug 17 00:11:04    2        1  -0.0494651   1.02859  -0.136469   1.03976   -0.05599   1.02776  -0.0280944    1.0233  -0.0700107   1.02883  -0.0303691   1.01722  -0.0148946   1.01725  -0.00127655    1.0128
2011 Aug 17 00:21:58    2        0  -0.216861   1.02722  -0.345445   1.03842  -0.215098   1.02641  -0.167245   1.02198  -0.215182   1.02738  -0.140365   1.01581  -0.120089   1.01586  -0.0963455   1.01147
2011 Aug 17 00:31:37    1        1  -0.111811   1.02714  -0.285546   1.03834  -0.124941   1.02641  -0.0688676   1.02194  -0.153091   1.02746  -0.0733936   1.01585  -0.0416598   1.01585  -0.0148769   1.01135

