#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#
# Calibration that facilitates a voltage output
#
#2009 Jan 1 00:00:00	-2.351	0.197
#2018 Jan 1 00:00:00	-11.934	5.076
#2018 Feb 1 00:00:00	0	1
2018 Apr 18 00:00:00	12.579	-5.076
2018 Apr 24 00:00:00	-2.127	-5.076
