#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#
# Calibration that facilitates a voltage output
#
#2009 Jan 1 00:00:00	-2.341	0.199
#2018 Jan 1 00:00:00	-11.764	5.025
#2018 Feb 1 00:00:00	0	1
2018 Apr 18 00:00:00	-11.485	4.950
2018 Apr 24 00:00:00	-11.495	4.950
