
2010 Mar 16 00:12:21  -3.18522   108.942 -0.0585022 # wasinger PLOWS PLOWS Post-cal

2010 Oct 20 22:04:10   13.0243   107.728 -0.0515074 # wasinger WAMO 

2011 Oct 03 20:49:58   12.1071   107.335 -0.0288647 # wasinger IDEAS-4 Pre Cal
