#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#
# Factory calibration.
#
2013 Jan 1 00:00:00	13.85	4.668	-0.0056

# A/D channel went bad for ARISTO-2016 flights 5 & 6.
# Set to average value for flights 1-4.  Per Mike Reeves.
2016 Aug 12 00:00:00	27.7	0.0	0.0

2016 Sep 1 00:00:00	13.85	4.668	-0.0056
